HGNC ID	Approved symbol	Approved name	Locus type	NCBI Gene ID(supplied by NCBI)
HGNC:177	ACY1	aminoacylase 1	gene with protein product	95
HGNC:24104	ACY3	aminoacylase 3	gene with protein product	91703
HGNC:179	ACYP1	acylphosphatase 1	gene with protein product	97
HGNC:180	ACYP2	acylphosphatase 2	gene with protein product	98
HGNC:186	ADA	adenosine deaminase	gene with protein product	100
HGNC:1839	ADA2	adenosine deaminase 2	gene with protein product	51816
HGNC:30713	ADAD1	adenosine deaminase domain containing 1	gene with protein product	132612
HGNC:44550	ADAD1P1	adenosine deaminase domain containing 1 pseudogene 1	pseudogene	100422386
HGNC:44552	ADAD1P2	adenosine deaminase domain containing 1 pseudogene 2	pseudogene	100422407
HGNC:30714	ADAD2	adenosine deaminase domain containing 2	gene with protein product	161931
HGNC:31853	ADAL	adenosine deaminase like	gene with protein product	161823
HGNC:187	ADAM1A	ADAM metallopeptidase domain 1A (pseudogene)	pseudogene	8759
HGNC:44366	ADAM1B	ADAM metallopeptidase domain 1B (pseudogene)	pseudogene	100420505
HGNC:198	ADAM2	ADAM metallopeptidase domain 2	gene with protein product	2515
HGNC:209	ADAM3A	ADAM metallopeptidase domain 3A (pseudogene)	pseudogene	1587
HGNC:210	ADAM3B	ADAM metallopeptidase domain 3B (pseudogene)	pseudogene	1596
HGNC:212	ADAM5	ADAM metallopeptidase domain 5 (pseudogene)	pseudogene	255926
HGNC:213	ADAM6	ADAM metallopeptidase domain 6 (pseudogene)	pseudogene	8755
HGNC:214	ADAM7	ADAM metallopeptidase domain 7	gene with protein product	8756
HGNC:215	ADAM8	ADAM metallopeptidase domain 8	gene with protein product	101
HGNC:216	ADAM9	ADAM metallopeptidase domain 9	gene with protein product	8754
HGNC:188	ADAM10	ADAM metallopeptidase domain 10	gene with protein product	102
HGNC:189	ADAM11	ADAM metallopeptidase domain 11	gene with protein product	4185
HGNC:190	ADAM12	ADAM metallopeptidase domain 12	gene with protein product	8038
HGNC:193	ADAM15	ADAM metallopeptidase domain 15	gene with protein product	8751
HGNC:195	ADAM17	ADAM metallopeptidase domain 17	gene with protein product	6868
HGNC:196	ADAM18	ADAM metallopeptidase domain 18	gene with protein product	8749
HGNC:197	ADAM19	ADAM metallopeptidase domain 19	gene with protein product	8728
HGNC:199	ADAM20	ADAM metallopeptidase domain 20	gene with protein product	8748
HGNC:20102	ADAM20P1	ADAM metallopeptidase domain 20 pseudogene 1	pseudogene	317760
HGNC:43901	ADAM20P2	ADAM metallopeptidase domain 20 pseudogene 2	pseudogene	100533671
HGNC:43902	ADAM20P3	ADAM metallopeptidase domain 20 pseudogene 3	pseudogene	644325
HGNC:200	ADAM21	ADAM metallopeptidase domain 21	gene with protein product	8747
HGNC:19822	ADAM21P1	ADAM metallopeptidase domain 21 pseudogene 1	pseudogene	145241
HGNC:201	ADAM22	ADAM metallopeptidase domain 22	gene with protein product	53616
HGNC:202	ADAM23	ADAM metallopeptidase domain 23	gene with protein product	8745
HGNC:203	ADAM24P	ADAM metallopeptidase domain 24, pseudogene	pseudogene	646479
HGNC:206	ADAM28	ADAM metallopeptidase domain 28	gene with protein product	10863
HGNC:207	ADAM29	ADAM metallopeptidase domain 29	gene with protein product	11086
HGNC:208	ADAM30	ADAM metallopeptidase domain 30	gene with protein product	11085
HGNC:15479	ADAM32	ADAM metallopeptidase domain 32	gene with protein product	203102
HGNC:15478	ADAM33	ADAM metallopeptidase domain 33	gene with protein product	80332
HGNC:16299	ADAMDEC1	ADAM like decysin 1	gene with protein product	27299
HGNC:217	ADAMTS1	ADAM metallopeptidase with thrombospondin type 1 motif 1	gene with protein product	9510
HGNC:218	ADAMTS2	ADAM metallopeptidase with thrombospondin type 1 motif 2	gene with protein product	9509
HGNC:219	ADAMTS3	ADAM metallopeptidase with thrombospondin type 1 motif 3	gene with protein product	9508
HGNC:220	ADAMTS4	ADAM metallopeptidase with thrombospondin type 1 motif 4	gene with protein product	9507
HGNC:221	ADAMTS5	ADAM metallopeptidase with thrombospondin type 1 motif 5	gene with protein product	11096
HGNC:222	ADAMTS6	ADAM metallopeptidase with thrombospondin type 1 motif 6	gene with protein product	11174
HGNC:223	ADAMTS7	ADAM metallopeptidase with thrombospondin type 1 motif 7	gene with protein product	11173
HGNC:49407	ADAMTS7P1	ADAMTS7 pseudogene 1	pseudogene	390660
HGNC:49409	ADAMTS7P3	ADAMTS7 pseudogene 3	pseudogene	400406
HGNC:49410	ADAMTS7P4	ADAMTS7 pseudogene 4	pseudogene	642935
HGNC:224	ADAMTS8	ADAM metallopeptidase with thrombospondin type 1 motif 8	gene with protein product	11095
HGNC:13202	ADAMTS9	ADAM metallopeptidase with thrombospondin type 1 motif 9	gene with protein product	56999
HGNC:40625	ADAMTS9-AS1	ADAMTS9 antisense RNA 1	RNA, long non-coding	101929335
HGNC:42435	ADAMTS9-AS2	ADAMTS9 antisense RNA 2	RNA, long non-coding	100507098
HGNC:13201	ADAMTS10	ADAM metallopeptidase with thrombospondin type 1 motif 10	gene with protein product	81794
HGNC:14605	ADAMTS12	ADAM metallopeptidase with thrombospondin type 1 motif 12	gene with protein product	81792
HGNC:1366	ADAMTS13	ADAM metallopeptidase with thrombospondin type 1 motif 13	gene with protein product	11093
HGNC:14899	ADAMTS14	ADAM metallopeptidase with thrombospondin type 1 motif 14	gene with protein product	140766
HGNC:16305	ADAMTS15	ADAM metallopeptidase with thrombospondin type 1 motif 15	gene with protein product	170689
HGNC:17108	ADAMTS16	ADAM metallopeptidase with thrombospondin type 1 motif 16	gene with protein product	170690
HGNC:17109	ADAMTS17	ADAM metallopeptidase with thrombospondin type 1 motif 17	gene with protein product	170691
HGNC:17110	ADAMTS18	ADAM metallopeptidase with thrombospondin type 1 motif 18	gene with protein product	170692
HGNC:17111	ADAMTS19	ADAM metallopeptidase with thrombospondin type 1 motif 19	gene with protein product	171019
HGNC:40797	ADAMTS19-AS1	ADAMTS19 antisense RNA 1	RNA, long non-coding	103689846
HGNC:17178	ADAMTS20	ADAM metallopeptidase with thrombospondin type 1 motif 20	gene with protein product	80070
HGNC:14632	ADAMTSL1	ADAMTS like 1	gene with protein product	92949
HGNC:14631	ADAMTSL2	ADAMTS like 2	gene with protein product	9719
HGNC:14633	ADAMTSL3	ADAMTS like 3	gene with protein product	57188
HGNC:19706	ADAMTSL4	ADAMTS like 4	gene with protein product	54507
HGNC:32041	ADAMTSL4-AS1	ADAMTSL4 antisense RNA 1	RNA, long non-coding	574406
HGNC:40895	ADAMTSL4-AS2	ADAMTSL4 antisense RNA 2	RNA, long non-coding	100289061
HGNC:27912	ADAMTSL5	ADAMTS like 5	gene with protein product	339366
HGNC:16486	ADAP1	ArfGAP with dual PH domains 1	gene with protein product	11033
HGNC:16487	ADAP2	ArfGAP with dual PH domains 2	gene with protein product	55803
HGNC:225	ADAR	adenosine deaminase RNA specific	gene with protein product	103
HGNC:226	ADARB1	adenosine deaminase RNA specific B1	gene with protein product	104
HGNC:227	ADARB2	adenosine deaminase RNA specific B2 (inactive)	gene with protein product	105
HGNC:23299	ADARB2-AS1	ADARB2 antisense RNA 1	RNA, long non-coding	642394
HGNC:228	ADAT1	adenosine deaminase tRNA specific 1	gene with protein product	23536
HGNC:21172	ADAT2	adenosine deaminase tRNA specific 2	gene with protein product	134637
HGNC:25151	ADAT3	adenosine deaminase tRNA specific 3	gene with protein product	113179
HGNC:19038	ADCK1	aarF domain containing kinase 1	gene with protein product	57143
HGNC:19039	ADCK2	aarF domain containing kinase 2	gene with protein product	90956
HGNC:21738	ADCK5	aarF domain containing kinase 5	gene with protein product	203054
HGNC:229	ADCP1	adenosine deaminase complexing protein 1	unknown	106
HGNC:232	ADCY1	adenylate cyclase 1	gene with protein product	107
HGNC:233	ADCY2	adenylate cyclase 2	gene with protein product	108
HGNC:234	ADCY3	adenylate cyclase 3	gene with protein product	109
HGNC:235	ADCY4	adenylate cyclase 4	gene with protein product	196883
HGNC:236	ADCY5	adenylate cyclase 5	gene with protein product	111
HGNC:237	ADCY6	adenylate cyclase 6	gene with protein product	112
HGNC:53332	ADCY6-DT	ADCY6 divergent transcript	RNA, long non-coding	100506125
HGNC:238	ADCY7	adenylate cyclase 7	gene with protein product	113
HGNC:239	ADCY8	adenylate cyclase 8	gene with protein product	114
HGNC:240	ADCY9	adenylate cyclase 9	gene with protein product	115
HGNC:21285	ADCY10	adenylate cyclase 10	gene with protein product	55811
HGNC:44143	ADCY10P1	ADCY10 pseudogene 1	pseudogene	221442
HGNC:241	ADCYAP1	adenylate cyclase activating polypeptide 1	gene with protein product	116
HGNC:242	ADCYAP1R1	ADCYAP receptor type I	gene with protein product	117
HGNC:243	ADD1	adducin 1	gene with protein product	118
HGNC:244	ADD2	adducin 2	gene with protein product	119
HGNC:245	ADD3	adducin 3	gene with protein product	120
HGNC:48682	ADD3-AS1	ADD3 antisense RNA 1	RNA, long non-coding	100505933
HGNC:21212	ADGB	androglobin	gene with protein product	79747
HGNC:13838	ADGRA1	adhesion G protein-coupled receptor A1	gene with protein product	84435
HGNC:49543	ADGRA1-AS1	ADGRA1 antisense RNA 1	RNA, long non-coding	100128127
HGNC:17849	ADGRA2	adhesion G protein-coupled receptor A2	gene with protein product	25960
HGNC:13839	ADGRA3	adhesion G protein-coupled receptor A3	gene with protein product	166647
HGNC:943	ADGRB1	adhesion G protein-coupled receptor B1	gene with protein product	575
HGNC:944	ADGRB2	adhesion G protein-coupled receptor B2	gene with protein product	576
HGNC:945	ADGRB3	adhesion G protein-coupled receptor B3	gene with protein product	577
HGNC:19893	ADGRD1	adhesion G protein-coupled receptor D1	gene with protein product	283383
HGNC:53314	ADGRD1-AS1	ADGRD1 antisense RNA 1	RNA, long non-coding	105755954
HGNC:18651	ADGRD2	adhesion G protein-coupled receptor D2	gene with protein product	347088
HGNC:3336	ADGRE1	adhesion G protein-coupled receptor E1	gene with protein product	2015
HGNC:3337	ADGRE2	adhesion G protein-coupled receptor E2	gene with protein product	30817
HGNC:23647	ADGRE3	adhesion G protein-coupled receptor E3	gene with protein product	84658
HGNC:19240	ADGRE4P	adhesion G protein-coupled receptor E4, pseudogene	pseudogene	326342
HGNC:1711	ADGRE5	adhesion G protein-coupled receptor E5	gene with protein product	976
HGNC:18990	ADGRF1	adhesion G protein-coupled receptor F1	gene with protein product	266977
HGNC:18991	ADGRF2	adhesion G protein-coupled receptor F2	gene with protein product	222611
HGNC:18989	ADGRF3	adhesion G protein-coupled receptor F3	gene with protein product	165082
HGNC:19011	ADGRF4	adhesion G protein-coupled receptor F4	gene with protein product	221393
HGNC:19030	ADGRF5	adhesion G protein-coupled receptor F5	gene with protein product	221395
HGNC:40864	ADGRF5-AS1	ADGRF5 antisense RNA 1	RNA, long non-coding	101926962
HGNC:32922	ADGRF5P1	adhesion G protein-coupled receptor F5 pseudogene 1	pseudogene	389740
HGNC:32921	ADGRF5P2	adhesion G protein-coupled receptor F5 pseudogene 2	pseudogene	441416
HGNC:4512	ADGRG1	adhesion G protein-coupled receptor G1	gene with protein product	9289
HGNC:4516	ADGRG2	adhesion G protein-coupled receptor G2	gene with protein product	10149
HGNC:13728	ADGRG3	adhesion G protein-coupled receptor G3	gene with protein product	222487
HGNC:18992	ADGRG4	adhesion G protein-coupled receptor G4	gene with protein product	139378
HGNC:19010	ADGRG5	adhesion G protein-coupled receptor G5	gene with protein product	221188
HGNC:13841	ADGRG6	adhesion G protein-coupled receptor G6	gene with protein product	57211
HGNC:19241	ADGRG7	adhesion G protein-coupled receptor G7	gene with protein product	84873
HGNC:20973	ADGRL1	adhesion G protein-coupled receptor L1	gene with protein product	22859
HGNC:18582	ADGRL2	adhesion G protein-coupled receptor L2	gene with protein product	23266
HGNC:20974	ADGRL3	adhesion G protein-coupled receptor L3	gene with protein product	23284
HGNC:50604	ADGRL3-AS1	ADGRL3 antisense RNA 1	RNA, long non-coding	101927186
HGNC:20822	ADGRL4	adhesion G protein-coupled receptor L4	gene with protein product	64123
HGNC:17416	ADGRV1	adhesion G protein-coupled receptor V1	gene with protein product	84059
HGNC:249	ADH1A	alcohol dehydrogenase 1A (class I), alpha polypeptide	gene with protein product	124
HGNC:250	ADH1B	alcohol dehydrogenase 1B (class I), beta polypeptide	gene with protein product	125
HGNC:251	ADH1C	alcohol dehydrogenase 1C (class I), gamma polypeptide	gene with protein product	126
HGNC:252	ADH4	alcohol dehydrogenase 4 (class II), pi polypeptide	gene with protein product	127
HGNC:253	ADH5	alcohol dehydrogenase 5 (class III), chi polypeptide	gene with protein product	128
HGNC:22976	ADH5P2	ADH5 pseudogene 2	pseudogene	343296
HGNC:22991	ADH5P3	ADH5 pseudogene 3	pseudogene	100131810
HGNC:21377	ADH5P4	ADH5 pseudogene 4	pseudogene	642443
HGNC:54523	ADH5P5	ADH5 pseudogene 5	pseudogene	115945146
HGNC:255	ADH6	alcohol dehydrogenase 6 (class V)	gene with protein product	130
HGNC:256	ADH7	alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide	gene with protein product	131
HGNC:16354	ADHFE1	alcohol dehydrogenase iron containing 1	gene with protein product	137872
HGNC:30576	ADI1	acireductone dioxygenase 1	gene with protein product	55256
HGNC:52339	ADI1P1	acireductone dioxygenase 1 pseudogene 1	pseudogene	100130936
HGNC:52340	ADI1P2	acireductone dioxygenase 1 pseudogene 2	pseudogene	100288971
HGNC:52341	ADI1P3	acireductone dioxygenase 1 pseudogene 3	pseudogene	100288129
HGNC:28606	ADIG	adipogenin	gene with protein product	149685
HGNC:13633	ADIPOQ	adiponectin, C1Q and collagen domain containing	gene with protein product	9370
HGNC:40648	ADIPOQ-AS1	ADIPOQ antisense RNA 1	RNA, long non-coding	100874095
HGNC:24040	ADIPOR1	adiponectin receptor 1	gene with protein product	51094
HGNC:44910	ADIPOR1P1	adiponectin receptor 1 pseudogene 1	pseudogene	645220
HGNC:44911	ADIPOR1P2	adiponectin receptor 1 pseudogene 2	pseudogene	390503
HGNC:24041	ADIPOR2	adiponectin receptor 2	gene with protein product	79602
HGNC:24043	ADIRF	adipogenesis regulatory factor	gene with protein product	10974
HGNC:45127	ADIRF-AS1	ADIRF antisense RNA 1	RNA, long non-coding	100133190
HGNC:257	ADK	adenosine kinase	gene with protein product	132
HGNC:259	ADM	adrenomedullin	gene with protein product	133
HGNC:28898	ADM2	adrenomedullin 2	gene with protein product	79924
HGNC:27293	ADM5	adrenomedullin 5 (putative)	gene with protein product	199800
HGNC:15766	ADNP	activity dependent neuroprotector homeobox	gene with protein product	23394
HGNC:51227	ADNP-AS1	ADNP antisense RNA 1	RNA, long non-coding	101927631
HGNC:23803	ADNP2	ADNP homeobox 2	gene with protein product	22850
HGNC:23506	ADO	2-aminoethanethiol dioxygenase	gene with protein product	84890
HGNC:262	ADORA1	adenosine A1 receptor	gene with protein product	134
HGNC:263	ADORA2A	adenosine A2a receptor	gene with protein product	135
HGNC:37122	ADORA2A-AS1	ADORA2A antisense RNA 1	RNA, long non-coding	646023
HGNC:264	ADORA2B	adenosine A2b receptor	gene with protein product	136
HGNC:265	ADORA2BP1	adenosine A2b receptor pseudogene 1	pseudogene	137
HGNC:268	ADORA3	adenosine A3 receptor	gene with protein product	140
HGNC:25250	ADPGK	ADP dependent glucokinase	gene with protein product	83440
HGNC:44144	ADPGK-AS1	ADPGK antisense RNA 1	RNA, long non-coding	100287559
HGNC:269	ADPRH	ADP-ribosylarginine hydrolase	gene with protein product	141
HGNC:21303	ADPRHL1	ADP-ribosylhydrolase like 1	gene with protein product	113622
HGNC:30925	ADPRM	ADP-ribose/CDP-alcohol diphosphatase, manganese dependent	gene with protein product	56985
HGNC:21304	ADPRS	ADP-ribosylserine hydrolase	gene with protein product	54936
HGNC:277	ADRA1A	adrenoceptor alpha 1A	gene with protein product	148
HGNC:278	ADRA1B	adrenoceptor alpha 1B	gene with protein product	147
HGNC:280	ADRA1D	adrenoceptor alpha 1D	gene with protein product	146
HGNC:281	ADRA2A	adrenoceptor alpha 2A	gene with protein product	150
HGNC:282	ADRA2B	adrenoceptor alpha 2B	gene with protein product	151
HGNC:283	ADRA2C	adrenoceptor alpha 2C	gene with protein product	152
HGNC:285	ADRB1	adrenoceptor beta 1	gene with protein product	153
HGNC:286	ADRB2	adrenoceptor beta 2	gene with protein product	154
HGNC:288	ADRB3	adrenoceptor beta 3	gene with protein product	155
HGNC:15759	ADRM1	adhesion regulating molecule 1	gene with protein product	11047
HGNC:291	ADSL	adenylosuccinate lyase	gene with protein product	158
HGNC:20093	ADSS1	adenylosuccinate synthase 1	gene with protein product	122622
HGNC:292	ADSS2	adenylosuccinate synthase 2	gene with protein product	159
HGNC:21214	ADTRP	androgen dependent TFPI regulating protein	gene with protein product	84830
HGNC:303	AEBP1	AE binding protein 1	gene with protein product	165
HGNC:24051	AEBP2	AE binding protein 2	gene with protein product	121536
HGNC:25722	AEN	apoptosis enhancing nuclease	gene with protein product	64782
HGNC:24017	AFAP1	actin filament associated protein 1	gene with protein product	60312
HGNC:28141	AFAP1-AS1	AFAP1 antisense RNA 1	RNA, long non-coding	84740
HGNC:26714	AFAP1L1	actin filament associated protein 1 like 1	gene with protein product	134265
HGNC:25901	AFAP1L2	actin filament associated protein 1 like 2	gene with protein product	84632
HGNC:7137	AFDN	afadin, adherens junction formation factor	gene with protein product	4301
HGNC:21236	AFDN-DT	AFDN divergent transcript	RNA, long non-coding	653483
HGNC:7135	AFF1	AF4/FMR2 family member 1	gene with protein product	4299
HGNC:53447	AFF1-AS1	AFF1 antisense RNA 1	RNA, long non-coding	100506746
HGNC:3776	AFF2	AF4/FMR2 family member 2	gene with protein product	2334
HGNC:41334	AFF2-IT1	AFF2 intronic transcript 1	RNA, long non-coding	100874269
HGNC:6473	AFF3	AF4/FMR2 family member 3	gene with protein product	3899
HGNC:17869	AFF4	AF4/FMR2 family member 4	gene with protein product	27125
HGNC:16411	AFG1L	AFG1 like ATPase	gene with protein product	246269
HGNC:314	AFG3L1P	AFG3 like matrix AAA peptidase subunit 1, pseudogene	pseudogene	172
HGNC:315	AFG3L2	AFG3 like matrix AAA peptidase subunit 2	gene with protein product	10939
HGNC:24169	AFG3L2P1	AFG3 like AAA ATPase 2 pseudogene 1	pseudogene	347028
HGNC:316	AFM	afamin	gene with protein product	173
